Review,Sentiment
"Stumbled upon this place while shopping on Queen West, we felt like Italian and hey look! Stelvio is right here! What timing.

I loved pretty much everything about this place: the decor, the service, and especially the food. I've eaten at a LOT of Italian restaurants around the GTA and this place really stands above with the dishes on the menu, they are not like the usual offerings you see around here.

We tried the tagliatella with meat sauce, the sausage risotto, and started with the smashed potato appetizer (with onions, green beans, cheese and bacon). Literally every one of these dishes was amazing. 

My only complaint is that food took a while to come out, I found the seats very cramped and a bit uncomfortable by the end of our meal, and it was a lot louder in there than expected (though I blame this mainly on the loud couple next to us).

Overall there's no way i'm not going back here for the amazing food and lovely staff (I love the little patio out front too and want to check it out). Can't recommend this place enough.",2
"My friend and I came here for her bday. We went during the day time as it gets pretty packed during the night time. The ambience is nice and fancy but still casual. Keep in mind you're probably going to be seated really close to another table.

I ordered the Quattro Stagioni pizza. It was okay, I expected better it tasted kinda basic especially for the price.

My friend, I believe ordered Taiatelle all's Bolognese. I tried some and it had good flavour but nothing amazing.

Also, we got the calamari to share which was really good!

Overall my experience was good. I just wouldn't go back again, there are so many other Italians restaurants that are better.",2
"The only reason I visited was because I had a gift card due to poor service from my previous visit. I'd say they redeemed themselves in terms of service for this visit. Our server was extremely friendly, helpful, and attentive. We were also seated in an area downstairs from the main dining area which made it feel more intimate and allowed the sever to check up on us more often. I came for Valentine's Day dinner and was still able to get a table for a group of 6 a week in advance. 

I ordered the gnocchi and it was alright. The pasta itself was cooked perfectly but the sauce was kind of basic. I've had better gnocchi elsewhere but for the price point here, I was expecting a bit more. I think some pasta may be more worth it than others on their menu. The homemade gelato was the highlight of my meal - super creamy and soft, great flavour, good portion. I had the hazelnut and pistachio and it was some of the best gelato I've ever had. 

Overall, I think you could find better or just as good food elsewhere, at the same price point. But worth a try if your an Italian food lover, even if just for the gelato.",1
"We made resos for a Thursday night. Boy was this place packed! I liked the ambiance but felt like it was too noisy. I liked how it was dimly lit. 
I ordered the duck ravioli. Portion size seemed small. Sauce was good but I felt like it was missing something salty! 
My friend ordered the spicy sausage pasta which was tasty as well. She said it was al dente and the pieces of meat were good. It wasn't too salty or saucy.  
The complimentary bread was mediocre. It was cold and came in a folded paper basket. A small bowl of olive oil was hidden underneath. The olive oil was delishhh though! 
Overall it was alright. Prices are reasonable for the quality. I'm not sure if I'd go back again though!",1
"This place is definitely deceiving with all the good reviews. The food is not particularly good and we ordered a great variety of food so we could try a little bit of everything. The service was lacking and the mandatory tip amount is fairly high for big groups which we felt they did not deserve. The free bread they handed out at the beginning was not enough for the amount of people we had. We expected them to give us one per person at least and they did not warn us that we would be charged for it when we asked for more when we realized there was not enough for everyone. When the bills came and we asked about it, the server very rudely said if you just don't want to pay go talk to my manager. A lot of us will never come back to this restaurant.",0
"This is my go-to Italian restaurant in Toronto, and every time I go I order the truffle sausage pasta. I've tried other things in the menu over the years, but the truffle pasta stays my #1 fav ! 
Al dente pasta with homemade sausage and topped with a GENEROUS amount of shaved truffle.  (See picture) 
This time, we also shared the mushroom salad which was a perfect balance to our meal. (You need to love mushrooms though!) 

Would definitely recommend Terroni to anyone looking for a upscale yet casual Italian dinner in Toronto !",2
"Very spacious restaurant, a bonus for downtown foodies. 
The location used to be a bank, so the architecture inside is unique, interesting, and stunning.
(Be sure to visit washrooms and vaults in the bsmt.) 

The menu is not typical Italian, which was a bit disappointing for my group of 7, and they're not open to substitutions for dietary / halal purposes. 

Our server was very insistent about what we should and shouldn't apply cheese to, a quick suggestion would've been nice - but then let ppl eat how they want to!

Food was a bit bland, although their tomato sauce tastes fresh and authentic. The fresh cut hot peppers they bring to the table saved our meals. 
*Be prepared to cut the uncooked basil on the Margherita pizza yourself ‍ it's just placed uncooked in the center.  

Desserts are a different story, very nice presentation and the taste was even better! The Tiramisu & Creme Caramel were a nice end to a mehh unexciting lunch. 

Not a lot of veggie/salad/vegan options for those who have medical / religious restrictions. 
But if you're into fusion menus and meat in everything  - this is definitely a great place to go for that.",0
"Came here on a Saturday , made a reservation through Opentable on the day of. Was seated right away and was kindly greeted by the staff at the front. Our waiter was very knowledgable and helped guide us through the menu. We ordered 1 seafood pasta and 1 pizza. Overall both items were great for sharing for 2 people. The seafood pasta was very fresh and the pasta noodles tasted very fresh. The pizza we ordered was nice and soft and very fresh tasting. Overall I would say the food was avarage but overall ambiance and service of the restaurant deserves 4 stars. Would highly recommend making a reservation if you plan on dining here on the weekend!",2
"For so many years, I have never visit Terroni.  Actually after dinner tonight I don't think there's an urgent need as everything was normal and on the pricey side.

Was looking at the mushroom pasta special for Monday and the cost was  31.  I asked the waiter what's the portion sIze and he told me 5 pieces.....really?!

OK I went with the grilled calamari for $18 and a side of rapini for $10 instead.  Well, the calamari was alright, I like the tomato arugula salad a lot underneath but the rapini wasn't good as it was super hard to chew.

My friends had the $170 steak combo which came with a salad and a plate of veggies and it tasted good.

So my verdict is 2.5 stars  round up to 3 here we don't have half star option for review.  Prob won't be back tbh.",1
"Authentic italian food served in the same fashion.

Service: The staff were friendly, but the wait times were pretty unacceptable considering we had a large group with a reservation. We arrived on time, but still had to wait upwards of 30 minutes for a table, and it almost ruined the surprise birthday. The food came as ordered, but the waiters clearly didn't communicate with each other as they didn't know who ordered what and had to check several times.

Food: The pasta was cooked al dente, closer to the firmer side. You could tell the pasta was fresh, and they were fairly generous with the truffle shavings. However, the seasoning was a bit overwhelming, as it seemed to overpower the truffle flavour.

Overall: Seating was nice in a semi-private room, food was bene, but waiting half an hour for a reserved spot is not appreciated.",1
"Really delicious food.  The Santo Stefano pizza is a classic with arugula, buffalo mozzarella, and prosciutto.  Probably the best buffalo mozzarella I've had outside of Naples, Italy.  

The C't Mang pizza is a delicious white pizza with lots of mozzarella, Gorgonzola, fresh pears, walnuts, smoked prosciutto, and honey.  So sweet and tasty.  

I washed them down with sweet pear nectar and finished off my dinner with two scoops of gelato.  The hazelnut was rich and creamy, and the lemon flavor had a nice tang and was cool and refreshing.  

You do sit quite close to the next table, so I bumped elbows once with the lady next to me.  But the restaurant is quiet enough to still have a conversation despite all the hustle and bustle.",2
"I would describe this place as a trendy Italian restaurant. My review will only comment on the pizza as I haven't tried the pastas (it seems like my friends enjoyed them). 
I wasn't too impressed by the pizza, the crust was thin and quite crispy, toppings tasted fresh and good quality but not very generous. It's a good place to go for simple business meetings as the atmosphere is nice and trendy or maybe for a date but if you're looking for a more local small  business type of vibe, I would pass. 
Service was a good and fairly fast. I would mind coming back but not my first choice.",1
"Comes with complimentary bread to start. Lots of seating indoors, but you're best case would be to book a reservation. Unfortunately they don't book patio -- that's first come first serve. 

I got a pizza with pears, prosciutto, walnuts and honey $20 -- it was delicious!!!! Couldn't wait to eat it again lol the plate is quite filling. I could only eat half of it and took the rest home. 

Everyone enjoys the pasta -- looks amazing btw. 

Service was okay. Ambience dark and romantic (dim lights).",2
"Was in Toronto for the weekend to celebrate my birthday. Was staying at a hotel nearby and was recommended this place. 

Came for lunch around 11:30 and asked to sit outside. The waiter immediately told us the specials and gave us a little time to look over the menu. She also gave us some recommendations on wine as well. 

For appetizer we had the Funghi Assoluti (Baked mushroom on arugula) and the fried calamari. The mushrooms were amazing and the calamari was super fresh didn't come with marinara like usual but it didn't need it. 

For main I had the spaghetti in canna a mare. Super flavorful and went great with my wine. My friends had the Rigatoni alla Norma, very good as well but the pasta was a bit more aldente than my friend prefers. We also shared the Tortellini it was so good the sauce was amazing we polished it off with bread. We also got the Branzino and the Li Pecuri pizza (definitely a sharing portion of pizza)",2
"I've always found Terroni (and some other similar Italian restaurants) slightly overpriced for the food, but I quite enjoyed my dinner here recently. My bill was almost $40 for a main and two apps split among 5 people, but I left quite satisfied and full.

We started off with the beef carpaccio and grilled calamari for the table. I wasn't the biggest fan of the carpaccio, which was thinly sliced raw beef served with spicy arugula and shaved cheese, drizzled with lemon juice. The contrast of the smooth beef, rich cheese, and harsh bite of the arugula was an interesting combination. I did, however, love the grilled calamari! The portion size was mediocre; there were only about three small pieces there. That said, it was grilled to a nice crisp and char, and was so flavourful! I enjoyed that it was also served on a leafy bed of greens with tomatoes, making it a nice and light starter.

My main was the Spaghetti in Canna al Mare - a tomato based spaghetti topped with different seafood such as clams, mussels, calamari, and shrimp. I was very pleasantly surprised at how generous they were with the toppings. My plate had lots of calamari and roughly 8 mussels/clams, along with two meaty shrimps. I wouldn't say that the seafood is very fresh, but the slightly spicy and tangy tomato sauce helped add some flavour and depth. The portions are actually a decent size too - I was unable to finish mine, but fortunately a friend pitched in and helped!

My friend ordered a pizza, and although I forget which one he got, I distinctly remember him asking the server for the one with the most meat (guys will forever be guys). I sampled a small bite, and it was pretty good! There's a fair amount of cheesy goodness on top, and the crust is super thin. There's a nice crunch when you bite into it. Our main complaint is that the pizza arrives uncut - and you're expected to use your fork and knife to manage.

On that note, keep in mind that Terroni doesn't really allow for substitutions or modifications (e.g., doesn't accommodate no cheese or sub cheese requests), and that extends towards asking for their pizza cut. Although my experience here was quite lovely, though I believe there are plenty other Italian places in the city to visit and will be unlikely to return anytime soon!",2
"My friend and I finally decided to go here to give it a try after hearing good words about this location. I had the Spaghetti in Canna a Mare. Flavorful sauce without cheese but the spaghetti was a bit ubdercooked which I found hard to chew. Seafood was fresh and well absorbed the flavors, the calamari was especially tender. My friend had the duck confit stuffed ravioli. She enjoyed it a lot. Spacious restaurant and good service. Will come back again to try the pizza, might skip the pasta in future. They have an entire page of pizza to offer!",2
"This restaurant is really for the experience. With such a lovely ambience and outstanding service from all staff, the food did not meet up to par with what you may expect.

For starters the food is on the higher price end, and smaller quantities. Although, it is all homemade pasta!! 

I've had homemade pasta before so I had high standards walking in.. I was so excited to try the Gnocchi because well, I LOVE Gnocchi. 

However, I was disappointed. The pasta itself was quite soft and seemed soggy with the red sauce altogether. There was no 'bite' to it, more of a 'mush'. I did not enjoy my meal and that left a significant impression on my take of what the rest of the entrees may be like. 

Note: Calamari & Earl Grey tea were delicious!",0
"My bf took me here for valentine's based on a friends recommendation. Apparently it used to be a court house? I can kinda see it. I like the interior and vibe of this place. We sat in the middle, small table for 2. It's kinda crowded to the next table - the next ppl coming in to sit beside us said the same thing as well.

As always, I check reviews on yelp to see what I'd want to get. I got the ricotta cheese rav pasta and it comes with I think 5 pieces. Looks like a little but trust, the cheese is heavy af. I got full after 2.5 LOL. BUT I didn't wanna pack it so I ate it all!! It did get overwhelming after a while. There was slight cream sauce so I moved pieces of my pasta around for extra flavour.

Prior to that, they brought free bread (4 pieces) with a side of olive oil and peppers. Idk I didn't really like the bread lmao. Wish it also came with balsamic vinegar

I also ordered a bellini. I'm used to my bellini being frozen but this is not. It was a little strong which was good but it was just okay to me. 

Service was great! But food was just ok. Bf agrees with me. 
If I come back, I think i'll try a pizza. Saw so many pass by our table and it looked sooo good! Next time",2
"Had a delicious dinner here my first nite in Toronto. Beautiful space in an incredible historic building. We ordered lots of appetizers with my absolute favourite being the Funghi Assoluti (basked oyster mushrooms, parmigiano, bread crumbs, extra-virgin olive oil, balsamic vinegar, arugula,garlic). SO good! for my main, I chose the Spaghetti al Limone (spinach, capers, parmigiano reggiano shavings, lemon, extra-virgin olive oil). Literally one of the best pasta dishes I've ever had. Our Braziluan waiter was wonderful & so sweet & attentive. Absolutely love this place!",2
"5 stars for a wonderful, delicious Italian meal on one of my last nights in Toronto with my fabulous team. 

Our large group of 10 came in a bit earlier than our reservation, so we waited in the lounge area while our table was prepared. The great thing about this is that there is a bar in the lounge, so we were able to have a few glasses of wine while we waited. 

Once our table was ready we were led to a beautiful private room in the back. Our server came over right away, dropped off a round of waters, and started pouring a never-ending supply of wine. He was awesome throughout, always making sure to check in on us, fill up our glasses, and take plates away before the table got too crowded. 

Yes, the wine was delicious, but the food... wow, the food was even better. There were a few appetizers shared throughout the whole table: calamari, burrata, and bread w/ olive oil and balsamic, just to name a few. For mains, my work pals ordered an assortment of pizzas, salads, and pastas. I don't remember everything that was on the table, but I do remember that everything I tried was delicious. For myself, I ordered the tortellini ricotta (spinach tortellini stuffed w/ ricotta & pecorino, topped w/ sage, butter, and parmesan). It. Was. Delicious. Even though I was pretty full by the time my main got to the table, I still finished the whole plate clean, because it was just so good. 

Overall, it was a wonderful evening with my work family. Great food, great drinks, great service, and great company... what else could you want?",2
"One of my favourite Italians in the city and not just for the food, this location is great for a meal out due to its ambience and the setting in such a historic, classic building - really adds to the experience!

Not to brag but being greedy I had a pizza, pasta and salad last time I went and all were great with fresh ingredients and the salad in particular was really refreshing sandwiched in between my carb medley!

Very good wine selection too.

PS - it you go on a date and it's rubbish they have jail cells underground sooo.....",2
"Good meal last night at Carisma, an old school Italian resto. Michael, the owner, and staff were gregarious and took great care of us. Food was good, but nothing out of this world. 

Food: 4/5
Service: 4.5/5
Value: 4.5/5
Ambience:4.5/5

That said, with the equivalent of a glass of wine per person and a bottle of Prosecco, appetizers, mains, desert and tip the total bill came to 138$ per person which was reasonable for fine dining. If this place offers corkage, I can see ourselves returning.",2
"Got to finally try out the new location with a couple of friends and it's a really great place to go for a nice night out. The restaurant is beautiful, it was easy to get a reservation and the service is impeccable. Our server gave us great recommendations, was super helpful and we got our food in a timely fashion. 

Keep in mind it's more of a fine dining establishment so I found the dishes to be pricey for what we got but I thought it was worth it for a special occasion but not somewhere I'd go frequently. 

The most important part, the food, was delicious. Ordered the tuna tartare ($25) that came with guac as a starter and it was super fresh and tasted great. They also brought our bread in olive oil that was so good and soft that I could've finished the whole plate.

I ordered the spaghettini with shrimp ($30), which our server had said was one of their more popular dishes and it was SOOOO good. The shrimp with the flavourful tomato cream sauce was to die for. My husband got the pasta of the day, a truffle pasta, but thought it was a bit bland and at $40 way too $$$ for what it was. 

Definitely somewhere I'd recommend for a nice meal if you're okay to spend some $ as the food is great as well as the ambiance. You'll be in for a treat.",2
"I came here for an event held by Lincoln Motors & had a great time. The staff was friendly, jovial & very attentive. I had a mixed green salad with shaved parmesan & steak for my main course. The steak was cut into strips, tasted SO juicy & was flavorful. We had a platter of various mini desserts, which were good but nothing extraordinary. 

Service: 5/5
Presentation: 4/5
Taste: 4/5
Price: 3/5
Ambiance: 4/5
Overall: 4/5",2
"Not feeling it for the new fancy location.

Love the old location with old friendly staff than the new ones.  The price is more expensive, and the food is not as good.  The new staff didn't know about serving / dinner etiquette.  Serving both left and right side.  With the lower food quality and higher price tag / seemed more fancy environment will look for more.  The owner is still there and he has to work hard and busy himself by telling the new younger staff what needs to be done.

Really disappointing that the food was not as good as before (far from it).",1
"This restaurant had nice modern decor and comfortable seating. I went with a group of 9 people and they gave us a large table that was sectioned off so we had some privacy. 

Food wise I would say was ok, like 3.5/5 stars. This is because the portions seemed very small. The calamari appetizer tasted good, mushroom salad appetizer was good but not worth the price in my opinion, the complimentary bread was a bit burnt and too crunchy, the mozarella with tomato wasn't worth the price and was too simple ... For the main course I got the chicken (first item on the menu under secondi). It came with two large pieces of white and dark meat with potatoes, a grilled lemon on top, and some veggies. This was worth the price because of the amount of meat that was given. A few people at my table ordered the gnocchi which looked very plain when it arrived, but tasted ok. The gnocchi is the same price as the chicken and I would say the chicken is worth more. 

Overall, Iikely won't return often to this restaurant due to the portion sizes, however if I had to pick a few items to have again it would be the calamari appetizer and the chicken dish as the main course.",2
"Visited On: October 2017
Meal: Dinner
Dining Style: Dine-in
Would I Return: Yes

Ordered:
-Steak

Thoughts:
Came here as part of the Lincoln Motor event where they had a 3 course menu. It was my first time having steak and I really enjoyed it. The fluffy bread with the rosemory and oil was to die for. Dessert was an assortment of fruits and baked goods. Service was really good. Our waiter was friendly and funny. He was super quick in refilling our empty wine glasses.",2
"My boyfriend and I went here for my birthday a couple weeks ago. The staff were all very friendly, and our server was equal parts funny and knowledgable. We started with the grilled calamari, which normally isn't my cup of tea but it was delicious. Very light taste, excellent for an appetizer. 

For the main course I had the beef tenderloin with wine reduction and it was quite probably the best beef I have ever had. It's quite a pricey dish but well worth it if you can swing it! 

Finally, I had the tiramisu for dessert. They brought it out with a sparkler, because my boyfriend mentioned it was my birthday. The dish itself was perfect, light and creamy with a good balance of chocolate and coffee tastes.

If you want an elegant dinner served by kind and attentive people, this is a great place for it. Also a perfect date night restaurant!",2
"First time trying their new location, and see if they can keep up their best quality of food and services. Carisma never disappointed me. Upon arrival, I notice the environment is much nicer and more elegant than their old location, as well as their wide open kitchen. We ordered scallop with foie gras, and squid with tomato salsa. Both are delicious, but the scallop is memorable. For main courses, we had the tiger shrimp tomato sauce pasta, and mix seafood in tomato soup. The tiger shrimps are so huge, never seen such a huge size in dining for a long time. For dessert, cream burlee is a must, a small shareable size to finish off the meal. Carisma is definitely a well known high quality Italian fine dining in the downtown Toronto area, and already start my planning to go again for dinner!",2
"Disappointed.

I came here for dinner and the experience was underwhelming overall. 

The ambience is nice. The service was adequate and efficient. However, the food was disappointing. The food wasn't bad, but just not what I expected for the price.",0
"I booked a table at Carisma for NYE for a few reasons. First, I wanted something relatively low key since we had to head to the airport early the next morning. Second, I liked that they had their regular menu going on NYE and we weren't going to get a prix fixe meal; I find holiday ones like NYE and Valentine's Day usually disappoint. Third, it was walkable from our hotel, so we didn't have to contend with surge pricing or getting a ride (not sure how hard that is in Toronto, but it's a mess at home).

I'm not sure when the restaurant moved, the interior looks quite different from the pictures I saw in reviews. White tables, teal, velvet seating left it feeling much brighter that the old space. The acoustics aren't great, it was quite loud in the place which detracted from the romantic vibe they seemed to be trying to create.

We started out with cocktails and the burratina appetizer. He got a manhattan and I got an aperol spritz. They split the appetizer for us, which was very nice. The appetizer itself was good, but not outstanding. We had planned to each order an appetizer portion of pasta and a secondi, but our server felt that might be too much food. Instead, we opted to split the gnocchi as our primi, which again came split for us. It was creamy and rich and the gnocchi delicate, but I felt that it would have benefited from a but more salt. For my main, I got the sea bass and boyfriend got the filet. We also split a bottle of valpolicello. My sea bass came over veggies and potatoes and was quite delicious - my favorite of all the things I ate. Boyfriend like his dish, but felt like it had a bit too much char on it. 

For dessert, we had a glass of dessert wine and split the walnut tart. Both were quite good and to cap off a very filling meal, we had a glass of champagne at midnight with those that stuck around to ring in the New Year.

Service was attentive and knowledgeable. My only knock is that the pacing at the beginning of the meal was quite fast. We had barely finished the last bite of burratina when our gnocchi arrived.

Overall, I got what I wanted; a nice low key NYE and a good meal.",2
Happened upon this place while walking downtown looking for a dinner spot during a work trip.  It was wonderful!  I had the gnocchi and creme brûlée for dessert.  I'll be back!,2
"- Not worth for its price. Both service and quality of food. 
- Pappardelle very hard not fully cooked
- Risotto hard as well 
- In this city when there are so many Italian restaurants to compete with, this type of quality simply unacceptable. 
- The lady who served us seemed very unhappy and no smile during the whole dining period.  At the end of the mains, she wiped the dinning table but did such a sloppy job that all crumbles fell on my lap.  I do not know the purpose of doing it. 
- the ""supervisor"" or the manager walked around the room and consciously or subconsciously patted our velvet lounge chair to tell us hurry up cause we might have chatted too long and eating too slow.  
Overall, we are a group of three and we picked this place for our Japanese friend's visit for our first time. None of us would return again.  Pure disappointment.",0
"So far Scallop and Foie Gras Appetizer was the best. Ordered appetizer size of of Seafood Pasta dish. The pasta was super al dente, to the point of being tough. The one one mussel I had was gross but the lone shrimp was good, as  was the calamari. 
Hubby's steak was good but my lamb chops left much to be desired. I prefer the taste of Australian or New Zealand lamb and I forgot to ask where it was from.",1
"Took my friend here for a birthday lunch. It's been a while since then so my details are sketchy but here's what I remember:

Decor is very dark and luxe.

The food was really tasty. I remember going in with no expectations but we both loved what we ordered and were totally pleasantly surprised!

Would definitely return.",2
"Fine Italian dining. Valued accordingly, but you certainly get what you pay for and the service was fantastic (as was the food). At our table the wild boar ragu pasta, sea bass and risotto were favourites. Our selections of Osso buco and delicate fish fillets perfectly prepared and flavored. The restaurant filled up as show time approached but we hardly noticed - not overly noisy despite being full by the time we departed. The food and service were both exceptional. Carisam is our number one choice for Italian food in Toronto. Sophisticated, elegant and classic. Love this place!",2
"Carisma was beyond delicious! The customer service was amazing and the food was even better. We started with the complimentary bread seasoned with rosemary, olive oil, and salt. It was amazing! I ate a piece before I could even snap a picture. We ordered the grilled calamari as an app. It was seasoned simply and well. You could taste the charred, grilled flavor. It was served with tomatoes, olives, etc. 5 stars for that alone. 

For entrees my friend got the daily special of halibut served with an avocado salsa she tasted tasted amazing. I got the rack of lamb cooked medium. The seasoning was perfection and the lamb was cooked perfectly. It came with mashed potatoes and vegetables. I cleaned my plate. Our server and the other servers helping him were hilarious. They were the nicest gentleman ever and really great at their job! Our Carisma experience was outstanding. I highly recommend dining here!",2
"I have frequently gone by this restaurant, and was curious to try it out. I dined here for a business meeting with several of my colleagues.

The ambiance and decor is elegant and romantic overall, and the staff are very welcoming and hospitable.

Carisma has been an establishment in Toronto for years, and I was eager to try it out based on recommendations.

Upon entering, I was greeted by very hospitable staff. The restaurant was entirely empty upon my arrival, which I found to be unusual given that it was peak dinner time.

Our server was attentive and knowledgeable and had great recommendations about specials that evening and the menu. 

My colleague and I decided to share the Grilled Calamari appetizer, which was quite flavorful in nature with the addition of olives and herbs. Although I didn't partake in the bread, my colleague mentioned that it was quite soft and delicious overall!

For our entrees, we ordered the SeaBass Filet which according to my companion was well-seasoned and delicious overall; another colleague asked for a 'surprise' entree and was presented with a combined dish of the gnocchi and agnolotti, which she enjoyed. My entree was the ahi tuna dish which I was excited about; however, I must admit that this was overdone. It was presented as an entire tuna steak, which was likely the issue in the cook overall, as had it been sliced tuna, there may have been more control over the cook. I had asked for it to be rare, and it was far more than well-done, and even charred on one side. 

Overall, I am glad that I tried this establishment. I commend the staff and service for their efforts.",1
Great spot for really good Italian. My wife loved it here for her birthday. Food was great and service top notch. Worth a try.,2
"Disappointed. 
Good service but not so good food. The pasta was so tough to the point of being uncooked!  the bread was good.",0
"I LOVE the new location!  Same exquisite food and the friendliest service but in a bright, modern, beautiful new location!  Congratulations on the next delicious chapter of my favorite restaurant in Toronto!!",2
"This quaint Italian restaurant was an excellent choice for our family celebration. From the minute we walked in, we felt welcomed and asked if we wanted drinks etc....our waitress was very professional and accommodating; exceeded our expectations. The appetizers were delicious, especially the arrincini and calamari. Dinner was amazing; the pizza was perfect and the variety of pastas were fresh and tasty. Dessert was refreshing, especially the sorbet, homemade of course. Well deserving a 5 star.",2
"This place is pretty much the definition of a hole in the wall (which full disclosure is in my opinion the best type of restaurant). It's dark and tiny and has very intimate and authentic vibe. 

We started with the meatballs appetizer and those things were melt in your mouth amazing. The marinara was so rich and flavourful we were ecstatic when the server dropped off some bread so we could soak up every last bit of it. 

We opted to share a couple things since neither of us had been there before:

The Bolognese Rigatoni and the Diavolo Pizza. Both were great but the real standout was the Rigatoni. We both heavily favoured it. The sauce was rich and hearty the pasta perfectly al dente, there was absolutely nothing lacking in this dish. 

The only down downside to our experience here was we did have to wait with dirty dishes on our table (which is my biggest restaurant pet peeve) for about 15 minutes after we had finished eating to get our bill. Normally this would really bother me but the friendliness of the staff and the quality of the food really made this place enjoyable.

We look forward to coming back.",2
"I was craving pizza for supper this evening.  I was walking along College Street and came across Trattoria Taverniti.  It looked interesting and I'd never been there so I thought I'd check it out.

When I got here around 6:30pm, it was fairly empty but filled up pretty quickly.

I ordered the Carne pizza.  It was a good pizza and I ended up taking some home for lunch tomorrow.  The crust was crispy and I guess it was the sausage that had a bit of a bite.

I paid my bill and was finishing up my wine, getting ready to go.  Then one of the servers asked if I would move to the patio to a high top chair because they needed my table.  I said I wasn't going to be much longer and didn't want to move to a high top (I have a wonky knee).  About ten seconds later, the second server came over and asked me to move and I told her the same thing.  About five minutes later, one of the servers said I really had to leave because they really needed my table.  I just had a sip of wine left and again said I'd be leaving shortly (and did).  I felt a bit uncomfortable because the table next to mine was looking over and wondering what was going on.

So what started out being a pleasant meal got ruined.  I understand that a small restaurant needs to turn the tables over to make money.  But if the table was reserved and I needed to be gone by 7:30pm (so in about an hour), they should have said so when I was seated so the expectations were set ... rather than kicking me out because someone else needed the table.  Definitely a customer service fail.  As good as the pizza was, I didn't feel valued as a customer so won't be back.",0
"I was in shock with food here...the food was extremely disappointing. For prices that are on par with most mid-range Italian restaurant, the food was horrible.
 
I came here with reservations and we were seated immediately. It was during dinner hours but they only had one staff serving all the tables. With just one server, the service was really slow from bringing us the menus and taking down our orders. 
 
Service:
 
The service was slow since they don't have many staff. 
 
Food:
 
My friend and I ordered two appetizers and two entrees to share. Out of the four items we ordered, only one of the item was decent with the rest being disappointing. 
 
N'duja bruschetta - We were deciding to order a bruschetta and opted for this one because it was different. The menu described this to be a bruschetta with a spicy pork sausage spread drizzled with honey. Although I was aware that this was going to be just a spread on bread, it looked disappointing when it arrived to the table because the spread was so thin. I was expecting something thicker to give it more flavor.  I also looked at other tables bruschetta and it looked very average.
 
Calamari Fritti - Another disappointing appetizer. When this arrived, I was a bit shocked because it didn't even look like there was batter... When my friend and I tried it, we both agreed that there wasn't enough crisp. The dish didn't look appetizing either.  
 
Gnocchi Gorgonzola - I wanted to try the gnocchi since the menu states they are handmade. The pasta came out and I thought the color was unappealing; it was like a greenish/greyish color. I guess it is because this sauce is a nutty creamy sauce. The texture of the gnocchi was chewy and nice. However, I wasn't a fan of the sauce.
 
Tagliatelle al Funghi Misti - This was AWFUL Some of the noodles were stuck together and this is the first time I've experienced this at a restaurant. The menu does mention this is a lighter sauce, and I thought it was a lighter flavor....but I didn't expect it to be less saucy.  There was BARELY any sauce actually.  The sauce was pretty much nonexistent and I felt like eating noodles in water. This pasta had no taste. It was $18 and it was literally just plain noodles without much sauce and flavor; the pasta was very dry. 
 
Overall:
 
I would never return. With most of their pastas ranging from $17-20, I was expecting similar quality to other restaurants in this price range. The tagliatelle was so dry and awful. The bruschetta also barely had any toppings on it.",0
"Food: 4 Stars
Service: 3 Stars
Ambience: 4 Stars
Fill Factor: Satisfied

While looking for some good Italian food on College street we stumbled onto this restaurant. When we entered there were about 5 empty tables but according to the hostess they were all reserved. They did manage to squeeze us in though but many groups were turned away during our time there. So I'd you plan to come here it may be a good idea to reserve a table in advance.

Once we were seated we ordered the gnocchi gorgonzola, rigatoni Bolognese, and Stracciatella soup. Let me start off by saying the gnocchi was great. The texture was great and the sauce was nice and creamy. However do note that the sauce was a little bitter so maybe the rosee sauce would be a better choice in this case. I tried a bit of the rigatoni and it was delicious. Loved the sauce. Finally we tried the Stracciatella soup which had shredded chicken and egg drop. It was our first time trying it and it was perfect for the weather that day.

The service was alright here. The servers were friendly but they were really busy so there was no further interaction after they brought our food until we asked for the bill.

The restaurant itself was nice and comfortable. It is not a very big space but it never felt cramped.

I am glad we tried this place out. We enjoyed the food very much and I would love to come back here to try the pizzas next time.",2
"Trattoria taverniti is a little place in Little Italy downtown. Staff are very nice and the decorations are very homie. I ordered the rigatoni bolognese and the pasta is uncooked but that's how it is served but it was very good ! The flavor was good the sauce was just right and there was lots of meat in it! My friend ordered the spaghetti and it was a bit salty for him and it was uncooked a bit. The Quattro formaggi was good and very cheesy and oil ! 
The only bad thing was the service it was very very slow. My friend finished his food before us and we had to wait about another 15-20 mins for our dishes to come. Also asking for water took a while to get their attention because they were all zooming by the tables. 

Overall though the food here is quite good but a little pricey",1
"This is one of our favorite Italian restaurants. It's small and usually requires a reservation, but the food, atmosphere, servers and cooks make it a great experience. We enjoyed most pizzas and the lasagna or carbonara, but everything on the menu is good.",2
"In a word, mediocre ! Always a hit or miss. Cramped ,over priced and not overly well trained servers. Stick to the basics when ordering & pass on the deserts. Try this place , you may get lucky but it's always a gamble. Sometimes it pays off , sometimes bust....",1
This is a tiny place but luckily there were tables open without a reservation on a Friday evening. They have a good amount of wine options and the wine doesn't come in wine glasses but just normal drinking glasses. I had the gnocchi with bolognese sauce and the portion was large and it was really good. Maybe not the most flavorful Italian meal but very good.,2
